review,sentiment
bad terrible disastrous acting disastrous while performance actress tedious actress with poor nonsensical weak direction while boring amateurish disastrous unbearable includes,0
weak lackluster acting score lackluster delivers flawed sequence score disastrous provides incoherent film theme movie delivers miserable miserable soundtrack mediocre demonstrates audience disastrous forgettable,0
sequence inspired plot cinematography narrative showcasing exceptional script delightful sequence provides marvelous engaging delightful phenomenal,1
boring incoherent disappointing inadequate direction shows film direction cast inadequate through bad inadequate lackluster waste shows narrative plot mediocre ensemble shows scene unwatchable,0
irritating performance script mediocre role offers unwatchable tedious horrible amateurish showcasing ensemble incoherent tedious failed despite irritating sequence tiresome score contains,0
terrible horrible sequence bad lackluster shows script inadequate pacing lackluster through terrible horrible screenplay dialogue,0
actress actress enjoyable wonderful screenplay includes phenomenal engaging masterpiece director shows cinematography dialogue audience script contains,1
script dull film unwatchable failed exhibits nonsensical scene mediocre incoherent despite scene director dialogue irritating provides tiresome,0
fantastic film fantastic fascinating terrific shows memorable impressive spectacular terrific demonstrates theme compelling powerful screenplay brings story audience,1
flawed editing frustrating miserable ridiculous brings pacing audience actor miserable with poor pathetic bad horrible delivers director frustrating failed disappointing,0
flawed forgettable editing boring director demonstrates ridiculous tedious irritating role demonstrates disastrous unbearable acting flawed contains cinematography unbearable forgettable pacing,0
outstanding powerful powerful outstanding amazing although viewer great cinematography dialogue with exceptional actor stunning captivating throughout,1
memorable production inspired story breathtaking includes breathtaking captivating spectacular scene exhibits direction story viewer spectacular includes captivating terrific soundtrack screenplay offers masterpiece plot,1
frustrating disastrous horrible miserable poor presents direction incoherent lackluster poor although waste amateurish disappointing dialogue presents disastrous poor director dull,0
director poor film nonsensical inadequate featuring editing miserable lackluster failed while role pacing awful miserable offers score score cinematography film includes flawed horrible viewer,0
role actress failed unwatchable unbearable provides failed unwatchable disastrous waste and ensemble lackluster nonsensical failed includes nonsensical dialogue mediocre film,0
